period,year,quarter,county,Electric,Hydrogen,PHEV,total
2013-Q3,2013,3,Contra Costa,168,0,180,348
2013-Q3,2013,3,El Dorado,18,0,20,38
2013-Q3,2013,3,Fresno,15,0,20,35
2013-Q3,2013,3,Humboldt,5,0,2,7
2013-Q3,2013,3,Imperial,0,0,2,2
2013-Q3,2013,3,Kern,20,0,16,36
2013-Q3,2013,3,Kings,1,0,3,4
2013-Q3,2013,3,Lake,1,0,1,2
2013-Q3,2013,3,Los Angeles,1336,4,1496,2836
2013-Q3,2013,3,Madera,0,0,1,1
2013-Q3,2013,3,Marin,92,0,60,152
2013-Q3,2013,3,Mendocino,4,0,7,11
2013-Q3,2013,3,Merced,3,0,9,12
2013-Q3,2013,3,Monterey,20,0,19,39
2013-Q3,2013,3,Napa,22,0,13,35
2013-Q3,2013,3,Nevada,6,0,4,10
2013-Q3,2013,3,Orange,532,1,587,1120
2013-Q3,2013,3,Out Of State,63,0,19,82
2013-Q3,2013,3,Placer,30,0,42,72
2013-Q3,2013,3,Plumas,1,0,0,1
2013-Q3,2013,3,Riverside,97,0,167,264
2013-Q3,2013,3,Sacramento,113,0,91,204
2013-Q3,2013,3,San Benito,2,0,6,8
2013-Q3,2013,3,San Bernardino,78,0,120,198
2013-Q3,2013,3,San Diego,421,0,276,697
2013-Q3,2013,3,San Francisco,125,0,106,231
2013-Q3,2013,3,San Joaquin,20,0,22,42
2013-Q3,2013,3,San Luis Obispo,37,0,7,44
2013-Q3,2013,3,San Mateo,277,0,128,405
2013-Q3,2013,3,Santa Barbara,46,0,20,66
2013-Q3,2013,3,Santa Clara,858,0,585,1443
2013-Q3,2013,3,Santa Cruz,55,0,40,95
2013-Q3,2013,3,Shasta,1,0,4,5
2013-Q3,2013,3,Siskiyou,0,0,2,2
2013-Q3,2013,3,Solano,30,0,35,65
2013-Q3,2013,3,Sonoma,64,0,75,139
2013-Q3,2013,3,Stanislaus,10,0,10,20
2013-Q3,2013,3,Sutter,0,0,1,1
2013-Q3,2013,3,Tehama,0,0,1,1
2013-Q3,2013,3,Tulare,4,0,2,6
2013-Q3,2013,3,Tuolumne,2,0,1,3
2013-Q3,2013,3,Ventura,103,0,101,204
2013-Q3,2013,3,Yolo,20,0,22,42
2013-Q3,2013,3,Yuba,0,0,2,2
2013-Q4,2013,4,Alameda,548,0,412,960
2013-Q4,2013,4,Alpine,1,0,3,4
2013-Q4,2013,4,Amador,0,0,2,2
2013-Q4,2013,4,Butte,4,0,1,5
2013-Q4,2013,4,Calaveras,1,0,2,3
2013-Q4,2013,4,Contra Costa,213,0,266,479
2013-Q4,2013,4,El Dorado,33,0,26,59
2013-Q4,2013,4,Fresno,31,0,15,46
2013-Q4,2013,4,Humboldt,1,0,6,7
2013-Q4,2013,4,Imperial,0,0,3,3
2013-Q4,2013,4,Kern,27,0,26,53
2013-Q4,2013,4,Kings,4,0,1,5
2013-Q4,2013,4,Lake,4,0,3,7
2013-Q4,2013,4,Los Angeles,1388,0,2189,3577
2013-Q4,2013,4,Madera,5,0,4,9
2013-Q4,2013,4,Marin,116,0,71,187
2013-Q4,2013,4,Mariposa,0,0,1,1
2013-Q4,2013,4,Mendocino,2,0,9,11
2013-Q4,2013,4,Merced,1,0,7,8
2013-Q4,2013,4,Mono,0,0,1,1
2013-Q4,2013,4,Monterey,27,0,34,61
2013-Q4,2013,4,Napa,15,0,22,37
2013-Q4,2013,4,Nevada,9,0,5,14
2013-Q4,2013,4,Orange,570,0,931,1501
2013-Q4,2013,4,Out Of State,7,0,6,13
2013-Q4,2013,4,Placer,72,0,44,116
2013-Q4,2013,4,Riverside,82,0,238,320
2013-Q4,2013,4,Sacramento,117,0,166,283
2013-Q4,2013,4,San Benito,1,0,6,7
2013-Q4,2013,4,San Bernardino,98,0,165,263
2013-Q4,2013,4,San Diego,448,0,447,895
2013-Q4,2013,4,San Francisco,169,0,115,284
2013-Q4,2013,4,San Joaquin,33,0,31,64
2013-Q4,2013,4,San Luis Obispo,29,0,17,46
2013-Q4,2013,4,San Mateo,293,0,162,455
2013-Q4,2013,4,Santa Barbara,41,0,36,77
2013-Q4,2013,4,Santa Clara,920,0,751,1671
2013-Q4,2013,4,Santa Cruz,58,0,52,110
2013-Q4,2013,4,Shasta,3,0,9,12
2013-Q4,2013,4,Siskiyou,0,0,2,2
2013-Q4,2013,4,Solano,18,0,57,75
2013-Q4,2013,4,Sonoma,96,0,107,203
2013-Q4,2013,4,Stanislaus,15,0,13,28
2013-Q4,2013,4,Sutter,1,0,2,3
2013-Q4,2013,4,Tehama,1,0,3,4
2013-Q4,2013,4,Tulare,8,0,5,13
2013-Q4,2013,4,Ventura,95,0,153,248
2013-Q4,2013,4,Yolo,18,0,21,39
2013-Q4,2013,4,Yuba,1,0,1,2
2014-Q1,2014,1,Alameda,526,0,451,977
2014-Q1,2014,1,Alpine,1,0,0,1
2014-Q1,2014,1,Amador,1,0,5,6
2014-Q1,2014,1,Butte,3,0,4,7
2014-Q1,2014,1,Calaveras,1,0,1,2
2014-Q1,2014,1,Contra Costa,180,0,274,454
2014-Q1,2014,1,El Dorado,15,0,17,32
2014-Q1,2014,1,Fresno,86,0,11,97
2014-Q1,2014,1,Humboldt,7,0,8,15
2014-Q1,2014,1,Inyo,1,0,1,2
2014-Q1,2014,1,Kern,21,0,12,33
2014-Q1,2014,1,Kings,2,0,0,2
2014-Q1,2014,1,Lake,0,0,4,4
2014-Q1,2014,1,Lassen,1,0,0,1
2014-Q1,2014,1,Los Angeles,1239,3,1885,3127
2014-Q1,2014,1,Madera,4,0,1,5
2014-Q1,2014,1,Marin,106,0,92,198
2014-Q1,2014,1,Mariposa,0,0,1,1
2014-Q1,2014,1,Mendocino,2,0,7,9
2014-Q1,2014,1,Merced,4,0,8,12
2014-Q1,2014,1,Monterey,18,0,26,44
2014-Q1,2014,1,Napa,20,0,18,38
2014-Q1,2014,1,Nevada,2,0,11,13
2014-Q1,2014,1,Orange,464,1,935,1400
2014-Q1,2014,1,Out Of State,7,0,14,21
2014-Q1,2014,1,Placer,41,0,34,75
2014-Q1,2014,1,Riverside,128,0,208,336
2014-Q1,2014,1,Sacramento,115,0,125,240
2014-Q1,2014,1,San Benito,3,0,8,11
2014-Q1,2014,1,San Bernardino,66,0,163,229
2014-Q1,2014,1,San Diego,416,0,301,717
2014-Q1,2014,1,San Francisco,151,0,95,246
2014-Q1,2014,1,San Joaquin,26,0,34,60
2014-Q1,2014,1,San Luis Obispo,24,0,20,44
2014-Q1,2014,1,San Mateo,274,0,169,443
2014-Q1,2014,1,Santa Barbara,47,0,26,73
2014-Q1,2014,1,Santa Clara,1016,0,914,1930
2014-Q1,2014,1,Santa Cruz,47,0,61,108
2014-Q1,2014,1,Shasta,5,0,5,10
2014-Q1,2014,1,Siskiyou,0,0,1,1
2014-Q1,2014,1,Solano,22,0,45,67
2014-Q1,2014,1,Sonoma,80,0,95,175
2014-Q1,2014,1,Stanislaus,11,0,5,16
2014-Q1,2014,1,Sutter,4,0,3,7
2014-Q1,2014,1,Tulare,1,0,6,7
2014-Q1,2014,1,Tuolumne,0,0,2,2
2014-Q1,2014,1,Ventura,79,0,136,215
2014-Q1,2014,1,Yolo,19,0,29,48
2014-Q1,2014,1,Yuba,1,0,1,2
2014-Q2,2014,2,Alameda,759,0,562,1321
2014-Q2,2014,2,Amador,1,0,1,2
2014-Q2,2014,2,Butte,6,0,9,15
2014-Q2,2014,2,Calaveras,1,0,2,3
2014-Q2,2014,2,Colusa,2,0,1,3
2014-Q2,2014,2,Contra Costa,283,0,314,597
2014-Q2,2014,2,Del Norte,1,0,1,2
2014-Q2,2014,2,El Dorado,22,0,35,57
2014-Q2,2014,2,Fresno,124,0,45,169
2014-Q2,2014,2,Glenn,0,0,1,1
2014-Q2,2014,2,Humboldt,8,0,36,44
2014-Q2,2014,2,Imperial,1,0,3,4
2014-Q2,2014,2,Kern,21,0,22,43
2014-Q2,2014,2,Kings,1,0,0,1
2014-Q2,2014,2,Lake,3,0,8,11
2014-Q2,2014,2,Los Angeles,1647,0,2597,4244
2014-Q2,2014,2,Madera,13,0,8,21
2014-Q2,2014,2,Marin,116,0,126,242
2014-Q2,2014,2,Mariposa,0,0,1,1
2014-Q2,2014,2,Mendocino,9,0,19,28
2014-Q2,2014,2,Merced,1,0,8,9
2014-Q2,2014,2,Monterey,28,0,36,64
2014-Q2,2014,2,Napa,26,0,19,45
2014-Q2,2014,2,Nevada,4,0,9,13
2014-Q2,2014,2,Orange,653,2,1199,1854
2014-Q2,2014,2,Out Of State,12,0,69,81
2014-Q2,2014,2,Placer,51,0,64,115
2014-Q2,2014,2,Plumas,2,0,1,3
2014-Q2,2014,2,Riverside,117,0,279,396
2014-Q2,2014,2,Sacramento,126,0,130,256
2014-Q2,2014,2,San Benito,5,0,17,22
2014-Q2,2014,2,San Bernardino,113,0,241,354
2014-Q2,2014,2,San Diego,526,0,544,1070
2014-Q2,2014,2,San Francisco,180,0,161,341
2014-Q2,2014,2,San Joaquin,32,0,48,80
2014-Q2,2014,2,San Luis Obispo,34,0,21,55
2014-Q2,2014,2,San Mateo,322,0,202,524
2014-Q2,2014,2,Santa Barbara,37,0,29,66
2014-Q2,2014,2,Santa Clara,1235,0,953,2188
2014-Q2,2014,2,Santa Cruz,59,0,90,149
2014-Q2,2014,2,Shasta,6,0,8,14
2014-Q2,2014,2,Solano,34,0,68,102
2014-Q2,2014,2,Sonoma,125,0,167,292
2014-Q2,2014,2,Stanislaus,11,0,27,38
2014-Q2,2014,2,Sutter,0,0,4,4
2014-Q2,2014,2,Tehama,0,0,1,1
2014-Q2,2014,2,Tulare,9,0,7,16
2014-Q2,2014,2,Tuolumne,1,0,3,4
2014-Q2,2014,2,Ventura,121,0,188,309
2014-Q2,2014,2,Yolo,32,0,32,64
2014-Q2,2014,2,Yuba,0,0,5,5
2014-Q3,2014,3,Alameda,719,0,550,1269
2014-Q3,2014,3,Amador,1,0,0,1
2014-Q3,2014,3,Butte,8,0,9,17
2014-Q3,2014,3,Calaveras,0,0,2,2
2014-Q3,2014,3,Contra Costa,284,0,341,625
2014-Q3,2014,3,Del Norte,1,0,0,1
2014-Q3,2014,3,El Dorado,24,0,39,63
2014-Q3,2014,3,Fresno,123,0,32,155
2014-Q3,2014,3,Glenn,1,0,0,1
2014-Q3,2014,3,Humboldt,13,0,35,48
2014-Q3,2014,3,Imperial,1,0,2,3
2014-Q3,2014,3,Kern,34,0,26,60
2014-Q3,2014,3,Kings,1,0,0,1
2014-Q3,2014,3,Lake,4,0,5,9
2014-Q3,2014,3,Los Angeles,1640,3,2212,3855
2014-Q3,2014,3,Madera,10,0,5,15
2014-Q3,2014,3,Marin,143,0,96,239
2014-Q3,2014,3,Mariposa,2,0,0,2
2014-Q3,2014,3,Mendocino,9,0,11,20
2014-Q3,2014,3,Merced,10,0,5,15
2014-Q3,2014,3,Mono,0,0,2,2
2014-Q3,2014,3,Monterey,32,0,44,76
2014-Q3,2014,3,Napa,30,0,26,56
2014-Q3,2014,3,Nevada,4,0,9,13
2014-Q3,2014,3,Orange,614,14,1050,1678
2014-Q3,2014,3,Out Of State,18,0,24,42
2014-Q3,2014,3,Placer,61,0,59,120
2014-Q3,2014,3,Riverside,118,0,283,401
2014-Q3,2014,3,Sacramento,184,0,129,313
2014-Q3,2014,3,San Benito,0,0,11,11
2014-Q3,2014,3,San Bernardino,118,0,248,366
2014-Q3,2014,3,San Diego,546,0,453,999
2014-Q3,2014,3,San Francisco,212,0,190,402
2014-Q3,2014,3,San Joaquin,37,0,46,83
2014-Q3,2014,3,San Luis Obispo,17,0,19,36
2014-Q3,2014,3,San Mateo,377,0,241,618
2014-Q3,2014,3,Santa Barbara,46,0,52,98
2014-Q3,2014,3,Santa Clara,1372,0,1007,2379
2014-Q3,2014,3,Santa Cruz,64,0,69,133
2014-Q3,2014,3,Shasta,2,0,8,10
2014-Q3,2014,3,Sierra,0,0,1,1
2014-Q3,2014,3,Siskiyou,1,0,0,1
2014-Q3,2014,3,Solano,42,0,83,125
2014-Q3,2014,3,Sonoma,124,0,162,286
2014-Q3,2014,3,Stanislaus,10,0,18,28
2014-Q3,2014,3,Sutter,1,0,5,6
2014-Q3,2014,3,Tehama,2,0,2,4
2014-Q3,2014,3,Trinity,0,0,1,1
2014-Q3,2014,3,Tulare,5,0,9,14
2014-Q3,2014,3,Tuolumne,1,0,3,4
2014-Q3,2014,3,Ventura,93,0,196,289
2014-Q3,2014,3,Yolo,39,0,20,59
2014-Q3,2014,3,Yuba,2,0,3,5
2014-Q4,2014,4,Alameda,851,0,368,1219
2014-Q4,2014,4,Amador,2,0,1,3
2014-Q4,2014,4,Butte,8,0,1,9
2014-Q4,2014,4,Calaveras,0,0,2,2
2014-Q4,2014,4,Colusa,0,0,1,1
2014-Q4,2014,4,Contra Costa,329,0,240,569
2014-Q4,2014,4,El Dorado,37,0,15,52
2014-Q4,2014,4,Fresno,96,0,16,112
2014-Q4,2014,4,Humboldt,8,0,19,27
2014-Q4,2014,4,Imperial,5,0,1,6
2014-Q4,2014,4,Kern,38,0,18,56
2014-Q4,2014,4,Kings,4,0,4,8
2014-Q4,2014,4,Lake,6,0,3,9
2014-Q4,2014,4,Los Angeles,1776,14,1493,3283
2014-Q4,2014,4,Madera,6,0,2,8
2014-Q4,2014,4,Marin,179,0,83,262
2014-Q4,2014,4,Mariposa,1,0,0,1
2014-Q4,2014,4,Mendocino,10,0,25,35
2014-Q4,2014,4,Merced,5,0,5,10
2014-Q4,2014,4,Monterey,40,0,22,62
2014-Q4,2014,4,Napa,24,0,11,35
2014-Q4,2014,4,Nevada,7,0,9,16
2014-Q4,2014,4,Orange,766,10,746,1522
2014-Q4,2014,4,Out Of State,13,0,26,39
2014-Q4,2014,4,Placer,61,0,40,101
2014-Q4,2014,4,Riverside,146,0,168,314
2014-Q4,2014,4,Sacramento,124,0,97,221
2014-Q4,2014,4,San Benito,1,0,5,6
2014-Q4,2014,4,San Bernardino,105,0,126,231
2014-Q4,2014,4,San Diego,780,0,283,1063
2014-Q4,2014,4,San Francisco,240,0,128,368
2014-Q4,2014,4,San Joaquin,49,0,24,73
2014-Q4,2014,4,San Luis Obispo,32,0,20,52
2014-Q4,2014,4,San Mateo,446,0,170,616
2014-Q4,2014,4,Santa Barbara,51,0,26,77
2014-Q4,2014,4,Santa Clara,1378,0,744,2122
2014-Q4,2014,4,Santa Cruz,73,0,63,136
2014-Q4,2014,4,Shasta,1,0,6,7
2014-Q4,2014,4,Solano,34,0,41,75
2014-Q4,2014,4,Sonoma,139,0,101,240
2014-Q4,2014,4,Stanislaus,19,0,8,27
2014-Q4,2014,4,Sutter,1,0,2,3
2014-Q4,2014,4,Tehama,1,0,0,1
2014-Q4,2014,4,Tulare,8,0,5,13
2014-Q4,2014,4,Tuolumne,1,0,2,3
2014-Q4,2014,4,Ventura,141,0,140,281
2014-Q4,2014,4,Yolo,33,0,23,56
2014-Q4,2014,4,Yuba,0,0,4,4
2015-Q1,2015,1,Alameda,666,0,344,1010
2015-Q1,2015,1,Amador,2,0,0,2
2015-Q1,2015,1,Butte,2,0,4,6
2015-Q1,2015,1,Calaveras,1,0,0,1
2015-Q1,2015,1,Contra Costa,301,0,197,498
2015-Q1,2015,1,El Dorado,19,0,16,35
2015-Q1,2015,1,Fresno,100,0,18,118
2015-Q1,2015,1,Glenn,0,0,2,2
2015-Q1,2015,1,Humboldt,6,0,29,35
2015-Q1,2015,1,Imperial,1,0,2,3
2015-Q1,2015,1,Inyo,0,0,1,1
2015-Q1,2015,1,Kern,41,0,8,49
2015-Q1,2015,1,Kings,1,0,3,4
2015-Q1,2015,1,Lake,2,0,3,5
2015-Q1,2015,1,Los Angeles,1688,7,1380,3075
2015-Q1,2015,1,Madera,7,0,4,11
2015-Q1,2015,1,Marin,128,0,72,200
2015-Q1,2015,1,Mariposa,1,0,0,1
2015-Q1,2015,1,Mendocino,11,0,10,21
2015-Q1,2015,1,Merced,4,0,4,8
2015-Q1,2015,1,Monterey,38,0,27,65
2015-Q1,2015,1,Napa,29,0,20,49
2015-Q1,2015,1,Nevada,6,0,5,11
2015-Q1,2015,1,Orange,752,12,672,1436
2015-Q1,2015,1,Out Of State,6,0,20,26
2015-Q1,2015,1,Placer,47,0,29,76
2015-Q1,2015,1,Plumas,0,0,1,1
2015-Q1,2015,1,Riverside,133,0,141,274
2015-Q1,2015,1,Sacramento,130,0,70,200
2015-Q1,2015,1,San Benito,2,0,6,8
2015-Q1,2015,1,San Bernardino,87,0,126,213
2015-Q1,2015,1,San Diego,701,0,294,995
2015-Q1,2015,1,San Francisco,209,0,139,348
2015-Q1,2015,1,San Joaquin,23,0,17,40
2015-Q1,2015,1,San Luis Obispo,37,0,27,64
2015-Q1,2015,1,San Mateo,404,0,129,533
2015-Q1,2015,1,Santa Barbara,39,0,30,69
2015-Q1,2015,1,Santa Clara,1229,0,632,1861
2015-Q1,2015,1,Santa Cruz,61,0,43,104
2015-Q1,2015,1,Shasta,2,0,1,3
2015-Q1,2015,1,Solano,30,0,54,84
2015-Q1,2015,1,Sonoma,95,0,88,183
2015-Q1,2015,1,Stanislaus,19,0,5,24
2015-Q1,2015,1,Sutter,1,0,3,4
2015-Q1,2015,1,Tehama,0,0,1,1
2015-Q1,2015,1,Trinity,0,0,1,1
2015-Q1,2015,1,Tulare,11,0,3,14
2015-Q1,2015,1,Tuolumne,1,0,4,5
2015-Q1,2015,1,Ventura,124,0,125,249
2015-Q1,2015,1,Yolo,21,0,19,40
2015-Q1,2015,1,Yuba,3,0,0,3
2015-Q2,2015,2,Alameda,775,0,314,1089
2015-Q2,2015,2,Amador,1,0,5,6
2015-Q2,2015,2,Butte,8,0,4,12
2015-Q2,2015,2,Calaveras,2,0,3,5
2015-Q2,2015,2,Contra Costa,319,0,202,521
2015-Q2,2015,2,Del Norte,1,0,0,1
2015-Q2,2015,2,El Dorado,20,0,15,35
2015-Q2,2015,2,Fresno,112,0,19,131
2015-Q2,2015,2,Glenn,1,0,0,1
2015-Q2,2015,2,Humboldt,10,0,24,34
2015-Q2,2015,2,Imperial,1,0,2,3
2015-Q2,2015,2,Kern,25,0,21,46
2015-Q2,2015,2,Kings,1,0,0,1
2015-Q2,2015,2,Lake,2,0,7,9
2015-Q2,2015,2,Los Angeles,1758,2,1496,3256
2015-Q2,2015,2,Madera,5,0,2,7
2015-Q2,2015,2,Marin,143,0,65,208
2015-Q2,2015,2,Mendocino,10,0,16,26
2015-Q2,2015,2,Merced,3,0,1,4
2015-Q2,2015,2,Monterey,39,0,17,56
2015-Q2,2015,2,Napa,29,0,16,45
2015-Q2,2015,2,Nevada,10,0,6,16
2015-Q2,2015,2,Orange,740,2,722,1464
2015-Q2,2015,2,Out Of State,11,0,14,25
2015-Q2,2015,2,Placer,54,0,31,85
2015-Q2,2015,2,Riverside,131,0,223,354
2015-Q2,2015,2,Sacramento,105,0,71,176
2015-Q2,2015,2,San Benito,2,0,7,9
2015-Q2,2015,2,San Bernardino,112,0,168,280
2015-Q2,2015,2,San Diego,478,0,325,803
2015-Q2,2015,2,San Francisco,229,0,188,417
2015-Q2,2015,2,San Joaquin,38,0,25,63
2015-Q2,2015,2,San Luis Obispo,23,0,19,42
2015-Q2,2015,2,San Mateo,398,0,161,559
2015-Q2,2015,2,Santa Barbara,35,0,33,68
2015-Q2,2015,2,Santa Clara,1329,0,517,1846
2015-Q2,2015,2,Santa Cruz,66,0,51,117
2015-Q2,2015,2,Shasta,1,0,1,2
2015-Q2,2015,2,Sierra,0,0,1,1
2015-Q2,2015,2,Siskiyou,3,0,1,4
2015-Q2,2015,2,Solano,50,0,45,95
2015-Q2,2015,2,Sonoma,100,0,93,193
2015-Q2,2015,2,Stanislaus,36,0,12,48
2015-Q2,2015,2,Sutter,2,0,1,3
2015-Q2,2015,2,Tehama,0,0,1,1
2015-Q2,2015,2,Tulare,8,0,3,11
2015-Q2,2015,2,Tuolumne,1,0,2,3
2015-Q2,2015,2,Ventura,132,0,100,232
2015-Q2,2015,2,Yolo,25,0,11,36
2015-Q2,2015,2,Yuba,1,0,2,3
2015-Q3,2015,3,Alameda,817,0,288,1105
2015-Q3,2015,3,Amador,2,0,0,2
2015-Q3,2015,3,Butte,4,0,6,10
2015-Q3,2015,3,Calaveras,0,0,3,3
2015-Q3,2015,3,Colusa,1,0,0,1
2015-Q3,2015,3,Contra Costa,330,0,196,526
2015-Q3,2015,3,Del Norte,0,0,1,1
2015-Q3,2015,3,El Dorado,21,0,14,35
2015-Q3,2015,3,Fresno,84,0,17,101
2015-Q3,2015,3,Glenn,0,0,1,1
2015-Q3,2015,3,Humboldt,7,0,29,36
2015-Q3,2015,3,Imperial,2,0,0,2
2015-Q3,2015,3,Kern,32,0,18,50
2015-Q3,2015,3,Kings,0,0,3,3
2015-Q3,2015,3,Lake,1,0,1,2
2015-Q3,2015,3,Lassen,0,0,1,1
2015-Q3,2015,3,Los Angeles,1798,4,1380,3182
2015-Q3,2015,3,Madera,4,0,2,6
2015-Q3,2015,3,Marin,133,0,62,195
2015-Q3,2015,3,Mariposa,1,0,0,1
2015-Q3,2015,3,Mendocino,3,0,13,16
2015-Q3,2015,3,Merced,5,0,6,11
2015-Q3,2015,3,Mono,1,0,0,1
2015-Q3,2015,3,Monterey,19,0,18,37
2015-Q3,2015,3,Napa,26,0,19,45
2015-Q3,2015,3,Nevada,14,0,5,19
2015-Q3,2015,3,Orange,842,3,665,1510
2015-Q3,2015,3,Out Of State,8,0,14,22
2015-Q3,2015,3,Placer,42,0,23,65
2015-Q3,2015,3,Riverside,128,0,182,310
2015-Q3,2015,3,Sacramento,125,0,106,231
2015-Q3,2015,3,San Benito,3,0,7,10
2015-Q3,2015,3,San Bernardino,107,0,147,254
2015-Q3,2015,3,San Diego,526,0,306,832
2015-Q3,2015,3,San Francisco,199,0,109,308
2015-Q3,2015,3,San Joaquin,53,0,27,80
2015-Q3,2015,3,San Luis Obispo,36,0,19,55
2015-Q3,2015,3,San Mateo,402,0,128,530
2015-Q3,2015,3,Santa Barbara,42,0,18,60
2015-Q3,2015,3,Santa Clara,1425,0,538,1963
2015-Q3,2015,3,Santa Cruz,56,0,55,111
2015-Q3,2015,3,Shasta,9,0,5,14
2015-Q3,2015,3,Siskiyou,1,0,0,1
2015-Q3,2015,3,Solano,47,0,47,94
2015-Q3,2015,3,Sonoma,119,0,82,201
2015-Q3,2015,3,Stanislaus,24,0,18,42
2015-Q3,2015,3,Sutter,1,0,0,1
2015-Q3,2015,3,Trinity,0,0,2,2
2015-Q3,2015,3,Tulare,8,0,6,14
2015-Q3,2015,3,Ventura,104,0,112,216
2015-Q3,2015,3,Yolo,27,0,10,37
2015-Q4,2015,4,Alameda,910,0,619,1529
2015-Q4,2015,4,Amador,1,0,1,2
2015-Q4,2015,4,Butte,7,0,7,14
2015-Q4,2015,4,Calaveras,1,0,1,2
2015-Q4,2015,4,Colusa,1,0,0,1
2015-Q4,2015,4,Contra Costa,377,0,314,691
2015-Q4,2015,4,Del Norte,1,0,2,3
2015-Q4,2015,4,El Dorado,23,1,37,61
2015-Q4,2015,4,Fresno,105,0,36,141
2015-Q4,2015,4,Glenn,1,0,1,2
2015-Q4,2015,4,Humboldt,5,0,14,19
2015-Q4,2015,4,Imperial,4,0,2,6
2015-Q4,2015,4,Kern,38,0,21,59
2015-Q4,2015,4,Kings,1,0,7,8
2015-Q4,2015,4,Lake,3,0,1,4
2015-Q4,2015,4,Lassen,0,0,1,1
2015-Q4,2015,4,Los Angeles,2231,41,2482,4754
2015-Q4,2015,4,Madera,21,0,2,23
2015-Q4,2015,4,Marin,178,0,112,290
2015-Q4,2015,4,Mariposa,1,0,1,2
2015-Q4,2015,4,Mendocino,7,0,19,26
2015-Q4,2015,4,Merced,12,0,9,21
2015-Q4,2015,4,Monterey,27,0,42,69
2015-Q4,2015,4,Napa,25,0,20,45
2015-Q4,2015,4,Nevada,15,0,8,23
2015-Q4,2015,4,Orange,925,11,956,1892
2015-Q4,2015,4,Out Of State,7,1,21,29
2015-Q4,2015,4,Placer,83,0,65,148
2015-Q4,2015,4,Riverside,151,0,253,404
2015-Q4,2015,4,Sacramento,180,0,122,302
2015-Q4,2015,4,San Benito,2,0,11,13
2015-Q4,2015,4,San Bernardino,124,2,196,322
2015-Q4,2015,4,San Diego,773,0,540,1313
2015-Q4,2015,4,San Francisco,238,1,142,381
2015-Q4,2015,4,San Joaquin,70,0,46,116
2015-Q4,2015,4,San Luis Obispo,32,0,20,52
2015-Q4,2015,4,San Mateo,457,0,260,717
2015-Q4,2015,4,Santa Barbara,49,0,50,99
2015-Q4,2015,4,Santa Clara,1602,0,1197,2799
2015-Q4,2015,4,Santa Cruz,73,0,79,152
2015-Q4,2015,4,Shasta,6,0,5,11
2015-Q4,2015,4,Siskiyou,0,0,1,1
2015-Q4,2015,4,Solano,41,0,58,99
2015-Q4,2015,4,Sonoma,146,0,113,259
2015-Q4,2015,4,Stanislaus,55,0,16,71
2015-Q4,2015,4,Sutter,5,0,4,9
2015-Q4,2015,4,Tehama,2,0,0,2
2015-Q4,2015,4,Trinity,1,0,0,1
2015-Q4,2015,4,Tulare,10,0,12,22
2015-Q4,2015,4,Tuolumne,2,0,3,5
2015-Q4,2015,4,Ventura,123,0,187,310
2015-Q4,2015,4,Yolo,33,1,24,58
2015-Q4,2015,4,Yuba,2,0,1,3
2016-Q1,2016,1,Alameda,685,0,591,1276
2016-Q1,2016,1,Alpine,1,0,0,1
2016-Q1,2016,1,Amador,0,0,2,2
2016-Q1,2016,1,Butte,4,0,2,6
2016-Q1,2016,1,Calaveras,0,0,2,2
2016-Q1,2016,1,Contra Costa,259,0,311,570
2016-Q1,2016,1,El Dorado,22,0,26,48
2016-Q1,2016,1,Fresno,93,0,32,125
2016-Q1,2016,1,Humboldt,9,0,15,24
2016-Q1,2016,1,Imperial,2,0,3,5
2016-Q1,2016,1,Inyo,1,0,0,1
2016-Q1,2016,1,Kern,27,0,37,64
2016-Q1,2016,1,Kings,2,0,2,4
2016-Q1,2016,1,Lake,3,0,3,6
2016-Q1,2016,1,Los Angeles,1895,36,2915,4846
2016-Q1,2016,1,Madera,5,0,8,13
2016-Q1,2016,1,Marin,148,0,142,290
2016-Q1,2016,1,Mariposa,2,0,2,4
2016-Q1,2016,1,Mendocino,9,0,13,22
2016-Q1,2016,1,Merced,4,0,6,10
2016-Q1,2016,1,Mono,0,0,1,1
2016-Q1,2016,1,Monterey,18,0,37,55
2016-Q1,2016,1,Napa,24,0,23,47
2016-Q1,2016,1,Nevada,9,0,9,18
2016-Q1,2016,1,Orange,825,23,1040,1888
2016-Q1,2016,1,Out Of State,31,2,29,62
2016-Q1,2016,1,Placer,32,0,60,92
2016-Q1,2016,1,Plumas,0,0,1,1
2016-Q1,2016,1,Riverside,128,1,256,385
2016-Q1,2016,1,Sacramento,96,1,124,221
2016-Q1,2016,1,San Benito,2,0,6,8
2016-Q1,2016,1,San Bernardino,107,1,215,323
2016-Q1,2016,1,San Diego,568,3,576,1147
2016-Q1,2016,1,San Francisco,236,2,179,417
2016-Q1,2016,1,San Joaquin,47,0,36,83
2016-Q1,2016,1,San Luis Obispo,25,0,34,59
2016-Q1,2016,1,San Mateo,386,1,266,653
2016-Q1,2016,1,Santa Barbara,48,0,68,116
2016-Q1,2016,1,Santa Clara,1248,23,1102,2373
2016-Q1,2016,1,Santa Cruz,60,0,71,131
2016-Q1,2016,1,Shasta,4,0,6,10
2016-Q1,2016,1,Siskiyou,1,0,0,1
2016-Q1,2016,1,Solano,33,0,58,91
2016-Q1,2016,1,Sonoma,94,1,135,230
2016-Q1,2016,1,Stanislaus,42,0,21,63
2016-Q1,2016,1,Trinity,0,0,2,2
